VendorStockNumber,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,FluorescenceIntensity,Lab,ROUGH WEIGHT,ROUGH CT,ROUGH DATE,Certificate Url,Rough Video,Polished Video,StockNumber,Img,Jewlery Video,JewelryType,Style,Metal,DiaWt,MainStone,Description ,Header,Main,Secondary
R.75L41038A1A1,Round,0.8,E,VVS2,EX,EX,EX,N,GIA,2.12,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/7482688499.pdf,https://v3602586.v360.in/vision360.html?d=L41038,https://v3602586.v360.in/vision360.html?d=R.75L41038A1A1,,,,,,,,,,,,
R1.0L41011A000,Round,1.1,E,VS2,EX,EX,EX,N,GIA,4.24,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/7488688212.pdf,https://v3602586.v360.in/vision360.html?d=L41011,https://v3602586.v360.in/vision360.html?d=R1.0L41011A000,,,,,,,,,,,,
R1.0L41011B000,Round,1.1,F,VS1,EX,EX,EX,N,GIA,4.24,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/1488688131.pdf,https://v3602586.v360.in/vision360.html?d=L41011,https://v3602586.v360.in/vision360.html?d=R1.0L41011B000,,,,,,,,,,,,
R1.5L41003A1A1,Round,1.57,E,VVS2,EX,EX,EX,N,GIA,3.87,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/2487688640.pdf,https://v3602586.v360.in/vision360.html?d=L41003,https://v3602586.v360.in/vision360.html?d=R1.5L41003A1A1,,,,,,,,,,,,
R1.5L41004A100,Round,1.53,E,IF,EX,EX,EX,N,GIA,4.56,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/3485688459.pdf,https://v3602586.v360.in/vision360.html?d=L41004,https://v3602586.v360.in/vision360.html?d=R1.5L41004A100,,,,,,,,,,,,
R1.5L41006A100,Round,1.53,F,VVS2,EX,EX,EX,N,GIA,3.41,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485688539.pdf,https://v3602586.v360.in/vision360.html?d=L41006,https://v3602586.v360.in/vision360.html?d=R1.5L41006A100,,,,,,,,,,,,
R1.5L41009A000,Round,1.51,E,VVS2,EX,EX,EX,N,GIA,3.77,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/7486688255.pdf,https://v3602586.v360.in/vision360.html?d=L41009,https://v3602586.v360.in/vision360.html?d=R1.5L41009A000,,,,,,,,,,,,
R1.7L41001A1A1,Round,1.72,D,VS1,EX,EX,EX,F,GIA,4.36,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/1488688185.pdf,https://v3602586.v360.in/vision360.html?d=L41001,https://v3602586.v360.in/vision360.html?d=R1.7L41001A1A1,,,,,,,,,,,,
R1.8L41005A100,Round,1.85,F,VVS1,EX,EX,EX,N,GIA,4.15,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/1483688404.pdf,https://v3602586.v360.in/vision360.html?d=L41005,https://v3602586.v360.in/vision360.html?d=R1.8L41005A100,,,,,,,,,,,,
R2.0L41007A000,Round,2.01,J,VVS2,VG,EX,EX,N,GIA,4.99,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/1488687809.pdf,https://v3602586.v360.in/vision360.html?d=L41007,https://v3602586.v360.in/vision360.html?d=R2.0L41007A000,,,,,,,,,,,,
T1.3L41012A1A1,Pear,1.3,H,VVS1,EX,EX,EX,N,GIA,3.82,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/2486688149.pdf,https://v3602586.v360.in/vision360.html?d=L41012,https://v3602586.v360.in/vision360.html?d=T1.3L41012A1A1,,,,,,,,,,,,
C1.0L42311A100,Cushion,1.03,J,SI2,VG,EX,VG,F,GIA,2.18,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491232928.pdf,https://v3602586.v360.in/vision360.html?d=L42311,https://v3602586.v360.in/vision360.html?d=C1.0L42311A100,,,,,,,,,,,,
C1.5L42123A100,Cushion,1.6,J,SI2,VG,EX,VG,N,GIA,3.25,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491232983.pdf,https://v3602586.v360.in/vision360.html?d=L42123,https://v3602586.v360.in/vision360.html?d=C1.5L42123A100,,,,,,,,,,,,
C1.5L42157A000,Cushion,1.64,L,SI1,EX,EX,EX,N,GIA,3.12,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492232943.pdf,https://v3602586.v360.in/vision360.html?d=L42157,https://v3602586.v360.in/vision360.html?d=C1.5L42157A000,,,,,,,,,,,,
C2.0L42058A000,Cushion,2.01,M,SI1,EX,EX,EX,N,GIA,3.6,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5493242166.pdf,https://v3602586.v360.in/vision360.html?d=L42058,https://v3602586.v360.in/vision360.html?d=C2.0L42058A000,,,,,,,,,,,,
D1.0L42012B000,Radiant,1,I,SI2,G,EX,G,N,GIA,4.16,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5496232384.pdf,https://v3602586.v360.in/vision360.html?d=L42012,https://v3602586.v360.in/vision360.html?d=D1.0L42012B000,,,,,,,,,,,,
E1.0L42114B000,Emerald,1.01,H,VS2,EX,EX,EX,N,GIA,3.49,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496232587.pdf,https://v3602586.v360.in/vision360.html?d=L42114,https://v3602586.v360.in/vision360.html?d=E1.0L42114B000,,,,,,,,,,,,
E1.0L42160A000,Emerald,1.01,M,VS1,VG,EX,VG,F,GIA,2.87,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7491243039.pdf,https://v3602586.v360.in/vision360.html?d=L42160,https://v3602586.v360.in/vision360.html?d=E1.0L42160A000,,,,,,,,,,,,
E1.0L42169A000,Emerald,1,K,VS2,VG,VG,VG,N,GIA,2.57,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2497242840.pdf,https://v3602586.v360.in/vision360.html?d=L42169,https://v3602586.v360.in/vision360.html?d=E1.0L42169A000,,,,,,,,,,,,
E1.0L42194A000,Emerald,1.01,L,VS2,EX,EX,EX,N,GIA,3.5,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1497233450.pdf,https://v3602586.v360.in/vision360.html?d=L42194,https://v3602586.v360.in/vision360.html?d=E1.0L42194A000,,,,,,,,,,,,
E1.0L42323A000,Emerald,1.01,K,VS1,VG,EX,VG,N,GIA,2.39,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496232898.pdf,https://v3602586.v360.in/vision360.html?d=L42323,https://v3602586.v360.in/vision360.html?d=E1.0L42323A000,,,,,,,,,,,,
E1.2L42019B000,Emerald,1.22,M,VS1,VG,EX,VG,N,GIA,7.26,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1497232374.pdf,https://v3602586.v360.in/vision360.html?d=L42019,https://v3602586.v360.in/vision360.html?d=E1.2L42019B000,,,,,,,,,,,,
E1.5L42109A000,Emerald,1.51,M,SI1,EX,EX,EX,F,GIA,3.31,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/3495098494.pdf,https://v3602586.v360.in/vision360.html?d=L42109,https://v3602586.v360.in/vision360.html?d=E1.5L42109A000,,,,,,,,,,,,
E1.7L42092A000,Emerald,1.76,L,SI2,EX,EX,EX,F,GIA,3.48,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2498097544.pdf,https://v3602586.v360.in/vision360.html?d=L42092,https://v3602586.v360.in/vision360.html?d=E1.7L42092A000,,,,,,,,,,,,
E2.0L42055A000,Emerald,2.03,L,VVS2,EX,EX,EX,N,GIA,4.24,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495097861.pdf,https://v3602586.v360.in/vision360.html?d=L42055,https://v3602586.v360.in/vision360.html?d=E2.0L42055A000,,,,,,,,,,,,
P1.3L42065A000,Princess,1.31,K,VS2,EX,EX,EX,N,GIA,2.68,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1499233304.pdf,https://v3602586.v360.in/vision360.html?d=L42065,https://v3602586.v360.in/vision360.html?d=P1.3L42065A000,,,,,,,,,,,,
P1.5L42008B000,Princess,1.52,H,SI2,EX,EX,EX,N,GIA,6.47,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2494064869.pdf,https://v3602586.v360.in/vision360.html?d=L42008,https://v3602586.v360.in/vision360.html?d=P1.5L42008B000,,,,,,,,,,,,
P3.0L42008A000,Princess,3.17,I,SI1,VG,EX,VG,N,GIA,6.47,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7493050409.pdf,https://v3602586.v360.in/vision360.html?d=L42008,https://v3602586.v360.in/vision360.html?d=P3.0L42008A000,,,,,,,,,,,,
R.50L42161A100,Round,0.57,G,VVS1,EX,EX,VG,F,GIA,2.93,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7492231897.pdf,https://v3602586.v360.in/vision360.html?d=L42161,https://v3602586.v360.in/vision360.html?d=R.50L42161A100,,,,,,,,,,,,
R.75L42161B000,Round,0.72,G,SI1,EX,EX,EX,F,GIA,2.93,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5493231766.pdf,https://v3602586.v360.in/vision360.html?d=L42161,https://v3602586.v360.in/vision360.html?d=R.75L42161B000,,,,,,,,,,,,
R.75L42214A000,Round,0.7,H,VS2,EX,EX,EX,N,GIA,1.98,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492049572.pdf,https://v3602586.v360.in/vision360.html?d=L42214,https://v3602586.v360.in/vision360.html?d=R.75L42214A000,,,,,,,,,,,,
R.75L42245B000,Round,0.7,G,VS2,VG,EX,EX,N,GIA,2.3,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/3495107681.pdf,https://v3602586.v360.in/vision360.html?d=L42245,https://v3602586.v360.in/vision360.html?d=R.75L42245B000,,,,,,,,,,,,
R.90L42072A100,Round,0.9,K,VS1,EX,EX,EX,N,GIA,2.58,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7486989499.pdf,https://v3602586.v360.in/vision360.html?d=L42072,https://v3602586.v360.in/vision360.html?d=R.90L42072A100,,,,,,,,,,,,
R.90L42078A1A2,Round,0.9,K,VS1,EX,EX,EX,M,GIA,2.63,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2497107688.pdf,https://v3602586.v360.in/vision360.html?d=L42078,https://v3602586.v360.in/vision360.html?d=R.90L42078A1A2,,,,,,,,,,,,
R.90L42079B000,Round,0.9,I,VVS1,G,EX,EX,N,GIA,2.9,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482989668.pdf,https://v3602586.v360.in/vision360.html?d=L42079,https://v3602586.v360.in/vision360.html?d=R.90L42079B000,,,,,,,,,,,,
R.90L42158A000,Round,0.91,L,VS2,EX,EX,EX,S,GIA,3.66,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/3495231914.pdf,https://v3602586.v360.in/vision360.html?d=L42158,https://v3602586.v360.in/vision360.html?d=R.90L42158A000,,,,,,,,,,,,
R.90L42158B000,Round,0.91,L,VS2,EX,EX,EX,S,GIA,3.66,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492231932.pdf,https://v3602586.v360.in/vision360.html?d=L42158,https://v3602586.v360.in/vision360.html?d=R.90L42158B000,,,,,,,,,,,,
R.90L42195A100,Round,0.9,K,SI1,VG,EX,EX,F,GIA,2.1,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7492108020.pdf,https://v3602586.v360.in/vision360.html?d=L42195,https://v3602586.v360.in/vision360.html?d=R.90L42195A100,,,,,,,,,,,,
R.90L42210A1A0,Round,0.92,J,VS2,EX,EX,EX,F,GIA,2.28,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7491244266.pdf,https://v3602586.v360.in/vision360.html?d=L42210,https://v3602586.v360.in/vision360.html?d=R.90L42210A1A0,,,,,,,,,,,,
R.90L42226A1A1,Round,0.9,I,VS1,VG,EX,EX,N,GIA,2.34,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1497244277.pdf,https://v3602586.v360.in/vision360.html?d=L42226,https://v3602586.v360.in/vision360.html?d=R.90L42226A1A1,,,,,,,,,,,,
R.90L42230A100,Round,0.9,J,SI1,VG,EX,VG,N,GIA,2.07,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2494231860.pdf,https://v3602586.v360.in/vision360.html?d=L42230,https://v3602586.v360.in/vision360.html?d=R.90L42230A100,,,,,,,,,,,,
R.90L42239A1A0,Round,0.9,L,SI1,VG,VG,EX,M,GIA,2.18,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1495231870.pdf,https://v3602586.v360.in/vision360.html?d=L42239,https://v3602586.v360.in/vision360.html?d=R.90L42239A1A0,,,,,,,,,,,,
R.90L42256A1A1,Round,0.9,I,SI1,EX,EX,VG,N,GIA,2.17,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491231436.pdf,https://v3602586.v360.in/vision360.html?d=L42256,https://v3602586.v360.in/vision360.html?d=R.90L42256A1A1,,,,,,,,,,,,
R.90L42266A1A0,Round,0.9,K,SI1,VG,EX,EX,N,GIA,2.08,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7496231825.pdf,https://v3602586.v360.in/vision360.html?d=L42266,https://v3602586.v360.in/vision360.html?d=R.90L42266A1A0,,,,,,,,,,,,
R.90L42268A100,Round,0.9,J,VS2,VG,EX,VG,N,GIA,2.04,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492108282.pdf,https://v3602586.v360.in/vision360.html?d=L42268,https://v3602586.v360.in/vision360.html?d=R.90L42268A100,,,,,,,,,,,,
R.90L42294A1A0,Round,0.9,K,VS2,EX,EX,EX,N,GIA,2.11,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491231815.pdf,https://v3602586.v360.in/vision360.html?d=L42294,https://v3602586.v360.in/vision360.html?d=R.90L42294A1A0,,,,,,,,,,,,
R.90L42308A100,Round,0.9,K,SI1,EX,EX,EX,N,GIA,2.43,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2497231788.pdf,https://v3602586.v360.in/vision360.html?d=L42308,https://v3602586.v360.in/vision360.html?d=R.90L42308A100,,,,,,,,,,,,
R1.0L42001B1A0,Round,1.01,I,SI1,EX,EX,EX,N,GIA,8.88,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1493097574.pdf,https://v3602586.v360.in/vision360.html?d=L42001,https://v3602586.v360.in/vision360.html?d=R1.0L42001B1A0,,,,,,,,,,,,
R1.0L42010B1A0,Round,1.03,K,IF,EX,EX,EX,N,GIA,6.87,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7498064768.pdf,https://v3602586.v360.in/vision360.html?d=L42010,https://v3602586.v360.in/vision360.html?d=R1.0L42010B1A0,,,,,,,,,,,,
R1.0L42013B000,Round,1.01,H,VS2,EX,EX,EX,N,GIA,4.25,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7481989624.pdf,https://v3602586.v360.in/vision360.html?d=L42013,https://v3602586.v360.in/vision360.html?d=R1.0L42013B000,,,,,,,,,,,,
R1.0L42014A1A0,Round,1,G,VVS1,EX,EX,EX,N,GIA,4.6,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2486989604.pdf,https://v3602586.v360.in/vision360.html?d=L42014,https://v3602586.v360.in/vision360.html?d=R1.0L42014A1A0,,,,,,,,,,,,
R1.0L42015A000,Round,1.11,F,SI1,EX,EX,EX,N,GIA,3.56,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7486989539.pdf,https://v3602586.v360.in/vision360.html?d=L42015,https://v3602586.v360.in/vision360.html?d=R1.0L42015A000,,,,,,,,,,,,
R1.0L42015B000,Round,1.02,G,VS1,EX,EX,EX,N,GIA,3.56,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2484989986.pdf,https://v3602586.v360.in/vision360.html?d=L42015,https://v3602586.v360.in/vision360.html?d=R1.0L42015B000,,,,,,,,,,,,
R1.0L42016A000,Round,1.01,H,VS1,EX,EX,EX,F,GIA,3.68,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491064718.pdf,https://v3602586.v360.in/vision360.html?d=L42016,https://v3602586.v360.in/vision360.html?d=R1.0L42016A000,,,,,,,,,,,,
R1.0L42016B000,Round,1.01,H,SI1,EX,EX,EX,F,GIA,3.68,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7498064730.pdf,https://v3602586.v360.in/vision360.html?d=L42016,https://v3602586.v360.in/vision360.html?d=R1.0L42016B000,,,,,,,,,,,,
R1.0L42028B000,Round,1.12,K,VVS1,EX,EX,EX,N,GIA,5.97,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496098311.pdf,https://v3602586.v360.in/vision360.html?d=L42028,https://v3602586.v360.in/vision360.html?d=R1.0L42028B000,,,,,,,,,,,,
R1.0L42031B100,Round,1.03,I,VVS1,EX,EX,EX,M,GIA,7.2,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1499064746.pdf,https://v3602586.v360.in/vision360.html?d=L42031,https://v3602586.v360.in/vision360.html?d=R1.0L42031B100,,,,,,,,,,,,
R1.0L42039B000,Round,1.17,I,VVS1,EX,EX,EX,M,GIA,6.21,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/3495232762.pdf,https://v3602586.v360.in/vision360.html?d=L42039,https://v3602586.v360.in/vision360.html?d=R1.0L42039B000,,,,,,,,,,,,
R1.0L42043A100,Round,1,J,VS2,EX,EX,EX,N,GIA,3.63,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7492098292.pdf,https://v3602586.v360.in/vision360.html?d=L42043,https://v3602586.v360.in/vision360.html?d=R1.0L42043A100,,,,,,,,,,,,
R1.0L42045B000,Round,1.07,J,VVS2,EX,EX,EX,N,GIA,5.17,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6481990029.pdf,https://v3602586.v360.in/vision360.html?d=L42045,https://v3602586.v360.in/vision360.html?d=R1.0L42045B000,,,,,,,,,,,,
R1.0L42047B100,Round,1.05,K,VS2,EX,EX,EX,F,GIA,4.19,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2486989551.pdf,https://v3602586.v360.in/vision360.html?d=L42047,https://v3602586.v360.in/vision360.html?d=R1.0L42047B100,,,,,,,,,,,,
R1.0L42049A100,Round,1,J,SI1,EX,EX,EX,N,GIA,4.16,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2494232784.pdf,https://v3602586.v360.in/vision360.html?d=L42049,https://v3602586.v360.in/vision360.html?d=R1.0L42049A100,,,,,,,,,,,,
R1.0L42049B100,Round,1.01,J,VVS1,EX,EX,EX,N,GIA,4.16,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/3495232526.pdf,https://v3602586.v360.in/vision360.html?d=L42049,https://v3602586.v360.in/vision360.html?d=R1.0L42049B100,,,,,,,,,,,,
R1.0L42050A100,Round,1.06,L,VS1,EX,EX,EX,N,GIA,4.01,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5496064912.pdf,https://v3602586.v360.in/vision360.html?d=L42050,https://v3602586.v360.in/vision360.html?d=R1.0L42050A100,,,,,,,,,,,,
R1.0L42052B100,Round,1.01,L,VS2,EX,EX,EX,F,GIA,4.27,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495098304.pdf,https://v3602586.v360.in/vision360.html?d=L42052,https://v3602586.v360.in/vision360.html?d=R1.0L42052B100,,,,,,,,,,,,
R1.0L42054A100,Round,1,G,VS1,EX,EX,VG,N,GIA,3.97,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2498065666.pdf,https://v3602586.v360.in/vision360.html?d=L42054,https://v3602586.v360.in/vision360.html?d=R1.0L42054A100,,,,,,,,,,,,
R1.0L42054B100,Round,1,H,SI2,VG,EX,EX,N,GIA,3.97,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1493065822.pdf,https://v3602586.v360.in/vision360.html?d=L42054,https://v3602586.v360.in/vision360.html?d=R1.0L42054B100,,,,,,,,,,,,
R1.0L42056A1A0,Round,1,J,VVS2,EX,EX,EX,N,GIA,2.58,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/3495065561.pdf,https://v3602586.v360.in/vision360.html?d=L42056,https://v3602586.v360.in/vision360.html?d=R1.0L42056A1A0,,,,,,,,,,,,
R1.0L42057A100,Round,1.05,I,SI1,EX,EX,EX,N,GIA,3.4,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491065808.pdf,https://v3602586.v360.in/vision360.html?d=L42057,https://v3602586.v360.in/vision360.html?d=R1.0L42057A100,,,,,,,,,,,,
R1.0L42063A1A0,Round,1.17,K,VS1,EX,EX,EX,F,GIA,3.37,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1498065612.pdf,https://v3602586.v360.in/vision360.html?d=L42063,https://v3602586.v360.in/vision360.html?d=R1.0L42063A1A0,,,,,,,,,,,,
R1.0L42064A000,Round,1.06,J,VS1,EX,EX,EX,N,GIA,2.96,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1493232412.pdf,https://v3602586.v360.in/vision360.html?d=L42064,https://v3602586.v360.in/vision360.html?d=R1.0L42064A000,,,,,,,,,,,,
R1.0L42066A000,Round,1.02,H,VS1,EX,EX,EX,N,GIA,3.6,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5486990146.pdf,https://v3602586.v360.in/vision360.html?d=L42066,https://v3602586.v360.in/vision360.html?d=R1.0L42066A000,,,,,,,,,,,,
R1.0L420670000,Round,1.04,L,SI1,EX,EX,EX,F,GIA,2.63,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1498098393.pdf,https://v3602586.v360.in/vision360.html?d=L42067,https://v3602586.v360.in/vision360.html?d=R1.0L420670000,,,,,,,,,,,,
R1.0L42068A1A0,Round,1.06,H,SI1,EX,EX,EX,N,GIA,2.51,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496065541.pdf,https://v3602586.v360.in/vision360.html?d=L42068,https://v3602586.v360.in/vision360.html?d=R1.0L42068A1A0,,,,,,,,,,,,
R1.0L42070A000,Round,1,K,VS2,EX,EX,VG,N,GIA,3.22,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5493232435.pdf,https://v3602586.v360.in/vision360.html?d=L42070,https://v3602586.v360.in/vision360.html?d=R1.0L42070A000,,,,,,,,,,,,
R1.0L42070B000,Round,1,K,VS1,VG,EX,EX,N,GIA,3.22,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5496232425.pdf,https://v3602586.v360.in/vision360.html?d=L42070,https://v3602586.v360.in/vision360.html?d=R1.0L42070B000,,,,,,,,,,,,
R1.0L42074B000,Round,1.11,H,SI1,EX,EX,EX,N,GIA,5.13,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482989587.pdf,https://v3602586.v360.in/vision360.html?d=L42074,https://v3602586.v360.in/vision360.html?d=R1.0L42074B000,,,,,,,,,,,,
R1.0L42079A000,Round,1,I,VS2,EX,EX,EX,N,GIA,2.9,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5486990036.pdf,https://v3602586.v360.in/vision360.html?d=L42079,https://v3602586.v360.in/vision360.html?d=R1.0L42079A000,,,,,,,,,,,,
R1.0L42083A000,Round,1.09,K,VS2,EX,EX,EX,N,GIA,4.03,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495097532.pdf,https://v3602586.v360.in/vision360.html?d=L42083,https://v3602586.v360.in/vision360.html?d=R1.0L42083A000,,,,,,,,,,,,
R1.0L42083B000,Round,1.09,K,VS2,EX,EX,EX,N,GIA,4.03,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492065466.pdf,https://v3602586.v360.in/vision360.html?d=L42083,https://v3602586.v360.in/vision360.html?d=R1.0L42083B000,,,,,,,,,,,,
R1.0L42084A100,Round,1.01,K,VVS2,EX,EX,EX,F,GIA,2.87,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496065937.pdf,https://v3602586.v360.in/vision360.html?d=L42084,https://v3602586.v360.in/vision360.html?d=R1.0L42084A100,,,,,,,,,,,,
R1.0L42087A000,Round,1.01,J,SI1,EX,EX,EX,F,GIA,2.94,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7486988454.pdf,https://v3602586.v360.in/vision360.html?d=L42087,https://v3602586.v360.in/vision360.html?d=R1.0L42087A000,,,,,,,,,,,,
R1.0L42089A100,Round,1.1,I,VS1,EX,EX,EX,N,GIA,4.21,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7498064938.pdf,https://v3602586.v360.in/vision360.html?d=L42089,https://v3602586.v360.in/vision360.html?d=R1.0L42089A100,,,,,,,,,,,,
R1.0L42089B100,Round,1.1,I,VS1,EX,EX,EX,N,GIA,4.21,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492064654.pdf,https://v3602586.v360.in/vision360.html?d=L42089,https://v3602586.v360.in/vision360.html?d=R1.0L42089B100,,,,,,,,,,,,
R1.0L42090A000,Round,1.04,I,SI1,EX,EX,EX,N,GIA,2.88,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482988471.pdf,https://v3602586.v360.in/vision360.html?d=L42090,https://v3602586.v360.in/vision360.html?d=R1.0L42090A000,,,,,,,,,,,,
R1.0L42094A100,Round,1,L,VS2,EX,EX,EX,M,GIA,3.81,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1488988502.pdf,https://v3602586.v360.in/vision360.html?d=L42094,https://v3602586.v360.in/vision360.html?d=R1.0L42094A100,,,,,,,,,,,,
R1.0L42094B100,Round,1,K,VS1,EX,EX,EX,M,GIA,3.81,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482988506.pdf,https://v3602586.v360.in/vision360.html?d=L42094,https://v3602586.v360.in/vision360.html?d=R1.0L42094B100,,,,,,,,,,,,
R1.0L42095A000,Round,1,K,SI1,VG,EX,VG,F,GIA,3.04,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7481988572.pdf,https://v3602586.v360.in/vision360.html?d=L42095,https://v3602586.v360.in/vision360.html?d=R1.0L42095A000,,,,,,,,,,,,
R1.0L42096A100,Round,1.16,I,SI1,EX,EX,EX,N,GIA,3.06,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1499244746.pdf,https://v3602586.v360.in/vision360.html?d=L42096,https://v3602586.v360.in/vision360.html?d=R1.0L42096A100,,,,,,,,,,,,
R1.0L42098A1A0,Round,1,N,VS1,EX,EX,VG,S,GIA,3.28,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5496241828.pdf,https://v3602586.v360.in/vision360.html?d=L42098,https://v3602586.v360.in/vision360.html?d=R1.0L42098A1A0,,,,,,,,,,,,
R1.0L42099A1A0,Round,1.02,J,VS1,EX,EX,EX,N,GIA,2.58,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2497233341.pdf,https://v3602586.v360.in/vision360.html?d=L42099,https://v3602586.v360.in/vision360.html?d=R1.0L42099A1A0,,,,,,,,,,,,
